dataset,type,free_text,label_id
ViHSD,train,Tân AK xin videos ông ?i,0
ViHSD,train,"Thôi xong . vn la? ?iê?m ?ê?n cu?a ho?a bi?nh, ?iê?m ?ê?n cu?a nh??ng danh lam th??ng ca?nh ?e?p ma? ?âu p n?i di tru? hay hay ta?m chô?n na?n ?âu?",0
ViHSD,train,anh ngh? sao v? vi?c có thêm v? bé :v,0
ViHSD,train,"Coi cai miêng con nho linh loc ,giong nhu cai L bi sung kia ,co minh hiêu chui cho no chú ?i",2
ViHSD,train,Hell yeah!,0
ViHSD,train,D? th??ggggg quá cô ?iiii????????????,0
ViHSD,train,Ng?c Trang mua hào bi?n ob t?ng bút,0
ViHSD,train,R?t gì và này n?,0
ViHSD,train,Mà nó l?i r?t ?a là dethuong,0
ViHSD,train,abe lao t?i làm túi gi?t mình hâhhha,0
ViHSD,train,"Không th?y CS ?âu h?t, th?y có 3 con chó. Có ai gi?ng mình không ?",2
ViHSD,train,Y?u ??u th?c n? ??,0
ViHSD,train,Ch? ba chim ch?t trai nó mê. R?ng nh? cái c?ng trai nó ch?y m?t tiêu ch? ba,0
ViHSD,train,"Xin l?i :(( 10 n?m trc bán hàng onl còn ch?a dc ph? bi?n l?m :((, nói chi là có livestream lúc ?y :((  Con này nó x?o vl :<",2
ViHSD,train,oke th?y :v,0
ViHSD,train,Nhung xu?t hi?n :)) ??????,0
ViHSD,train,Mê?n cô ghê...,0
ViHSD,train,Ng??i Nh?t lúc này :))),0
ViHSD,train,em ngh? th?y nên h?c h?i chuyên gia này,0
ViHSD,train,Ae nghe k? l?i nhé.bà này gi? b? li?u ?? làm clip ch? b? ko có li?u th?t nha ae,0
ViHSD,train,Th?ng nào nói láo c? nhà nó ch?t.,1
ViHSD,train,Co cang da mat o chi,0
ViHSD,train,Võ Thành Nhân lf,0
ViHSD,train,984831632,0
ViHSD,train,Hoàng Nh? Ng?c tóc m?i ?n t?t h? :)),0
ViHSD,train,Ý luôn là qu? t? c?a châu Âu ??,0
ViHSD,train,??ng D?ng con cua ch? con tôm hùm ?âu ba ?,0
ViHSD,train,?n gì dth quá z?ooo chú oeii,0
ViHSD,train,B?nh vi?n m?t trung ??ng hân h?nh tài tr? pha s?y này ????,0
ViHSD,train,"100 ng??i tin ông là c? d?n t?i cao 3 ??i t?ng th?ng m? trong ?ó có tôi,còn 10 ng??i tin ông ch?c ch?n còn tôi.không còn ng??i nào tin ông thì khi ?ó tôi ?ã ch?t....i love idol forever",0
ViHSD,train,"Út Tuy?n k, mình ch?i l?n, g?n 2 3 ngày r mua",0
ViHSD,train,Vcl nghe xong ch? th?y bu?n c??i ??,1
ViHSD,train,Ti?n ?ây em c?ng nh? chút ?. Bên em d? 2 b? sex toy h?nh n?ng. Bao rung bao phê ?. Pass l?i cho ch? em nào c?n. Có gi?m cho ai th?c s? ?am mê,0
ViHSD,train,th?t là vãi lol a ?i,1
ViHSD,train,??ng chí ?? nghe l?nh ?ây hãy ??a c? 1 ??i ?oàn c?a ??ng chí lên máy bay gi?i phóng Bootcamp pochiki roesot ??ng chí ?ã nghe rõ ch?a????????,0
ViHSD,train,?a kì v?y Lisa Nguyên v? hát v?i l?i nh?y mà còn cô MH dth và duyên thui lm sao so sánh hai c?p b?t khác nhau n?a,0
ViHSD,train,Anh v?a nói cc gì v?y Abe :D??,0
ViHSD,train,?ã tìm ra anh em song sinh c?a iphone 11,0
ViHSD,train,co ba yeu quy cho con so dien thoai co ba nhe,0
ViHSD,train,Nh? d?t susan va poppy theo nha th?y,0
ViHSD,train,"ghét t?p này nh?t luôn hok xem hok like   hok chê ng??i th? gi?i th? 3. ch?i mà c?u nhân ?? th? bó tay   nghi?p  nó dè cái mi?ng, nhìn hok có c?m tình",0
ViHSD,train,yêu th?yyyy nhi?uuuu,0
ViHSD,train,S?n ph?m c?a 1 n?n giáo d?c th?i nát mà,2
ViHSD,train,T?i không phá ??o ???c game này nên m?i b?o là game cho con nít ch? phá ??o ???c thì l?i ghi là game dành cho ????????,0
ViHSD,train,hát nh? cái ?ách l?n d? ?ó Abe:),2
ViHSD,train,Ad sao mày b? láo th?,2
ViHSD,train,Tay nay ma nhiêm thi  co lê ông tr?i goi vê rôi,0
ViHSD,train,ai lóp du chu cà mo,0
ViHSD,train,?éo còn tý ni?m tin cái ??t nc này,2
ViHSD,train,Sao không ? luôn bên ??y ?i,0
ViHSD,train,"Tâm Tâm c? lên b?n, c? lên vì nh?ng ng??i ?ang c? nhé",0
ViHSD,train,"2 ng??i em yêu quý nh?t team SBTC , ch? sau cô Linh dolce",0
ViHSD,train,G? ?? ra gon ??y anh em ?,0
ViHSD,train,"??t m?, ki?m tra n?i b? ??. Gi?ng nh? dùng tay s?c c#c v?y ad nh?.",1
ViHSD,train,"Thích nh?t cái câu, """" N?u chính Quy?n quan tâm ??n nó """"",0
ViHSD,train,Th?ng assmin nhãm shitt...?ành r?ng page này là CH?I. Nh?ng mày là assmin thì ch? nên vi?t g?i ý thôi...?? mem nó CH?I...mày dành CH?I ki?u ?ó thì ch?i th? ?éo nào...,2
ViHSD,train,Cô Hi?u cô ??p th?t luôn á,
"Yêu cô nhi?u!!!!!""",0,,
ViHSD,train,Mình hi?u lúc này ??p quá ?i,0
ViHSD,train,Hy v?ng công b?ng và công lý s? ???c th?c thi,0
ViHSD,train,mây ba mu nay toan la sl ko ?ây toan phe phai no ko ?ây toan la ?eo vang gia ?ê lên mxh sl l?a ?ao la chu yêu,2
ViHSD,train,Thích gu này c? :(,0
ViHSD,train,??????,0
ViHSD,train,Này thì:,0
ViHSD,train,M pk th?y ba gi?ng con gà ?i?m nào k Thao Hoang,2
ViHSD,train,Nh?t b?n h?y ki?n th?ng ch? t?t Hanoi cho nó bi?t th? nào là b? láo !,2
ViHSD,train,Ông ?? vlog các cháu ?i ông l?i ti?p t?c,0
ViHSD,train,Mình bu?n mình xem video hài v?y ??,0
ViHSD,train,Th?y lúc nào ch? kh? ????,0
ViHSD,train,nghiêm c?m ??a x??ng cho chó ! ??ng làm h? con chó khi cho nó ?n lung tung ! ... th?t s? là chó ???c hu?n luy?n nó c?ng không ?n ?? c?a ng??i l? cho n?a c? !,0
ViHSD,train,R?i sau ?ó ch?t b?o t?i s?,1
ViHSD,train,b? ?? hàng hi?u,0
ViHSD,train,Nguy?n Thanh :)),0
ViHSD,train,Vô nhân ??o. Hy v?ng nh?ng s? vi?c nh? v?y s? không b? các t? ch?c nhân ??o qu?c t? b? qua.,0
ViHSD,train,Nghe r?t vô lí nh?ng c?c kì thuy?t ph?c,0
ViHSD,train,?ang ?n mì thì xem review th?t trâu ?? tôi ?n vl các ông ? :))),0
ViHSD,train,Cho xin fb a châu ?i,0
ViHSD,train,Em V? thì ch?c ch?n là ?c 1 chi?c rùi ?úng ko a ?i,0
ViHSD,train,chip à ông xu?ng d??i t?ng tính h? tôi,0
ViHSD,train,13:40 th?n quy?n 5 ông l?c t?,0
ViHSD,train,Phan Nh?t cà kh?a h?i cay ??y:)),0
ViHSD,train,Bóng d? bóng b?n bóng thúi,2
ViHSD,train,Hoang Long :)))),0
ViHSD,train,M?y b?n ch?i ch? này bê ?ê này bê ?ê n? b?t cái mõm l?n l?i Ngta bê ?ê hay ko bê ?ê ko c?n ph?i ?? c?p ?âu mi?n sao h? ??p h?n cgai m? m?y ??a cmt ch?i này ch?i n?  ok thích thì xem k thích thì bi?n ngta có làm j m ?âu mà vào cmt ch?i,
Còn v? ch? Linda c? s?ng th?t là mình e thâý ch? quá tuy?t r ch? ?âu có ?n h?t c?a cha ông c? n?i t?i nó ?âu . Nên l?i nó nói hay ch?i c? xem nh? chó s?a ?i ch? ?i .,,,
Ch?ng l? t? d?ng mình ?ang ?i trên ???ng có con chó ?iên l?i s?a l?i c?n mình k l? mình c?n l?i nó,,,
"Mãi bên Linda c? g?ng phát tri?n kênh ik ch?""",2,,
ViHSD,train,Tr??ng Thanh Huy?n ??,0
ViHSD,train,"?? m? nhung, l?a ?i em",2
ViHSD,train,H?i gi?ng,0
ViHSD,train,"Bài vi?t ph?n ánh r?t ?úng xã h?i Vi?t nam. Nhân tài xu?t chúng r? rúm, ko có ??t phát tri?n, l??ng ba c?c ba ??ng ko ?? lo cu?c s?ng. Hài k?ch game show th? ch? mang tính ch?t gi?i trí thì l?ng lo?n truy?n hình ?ài báo, m?ng xã h?i, truy?n thông... ??t n??c có th? phát tri?n xoá ?ói gi?m nghèo, nh? nh?ng a/c nh? hoài linh, ch?n thành .... Sao?",0
ViHSD,train,bi?t th?=28 tri?u??,0
ViHSD,train,C?u 1 chi?u ?i nó ph?t ?úng r?i la làng gì n?a,0
ViHSD,train,8 keo ?ang v?t vã v?i 29 th? ti?ng r?i nên không làm ph? b?p ???c n?a kaka,2
ViHSD,train,Ph??ng Nam 1 ngàn 5 cái thì mua ??,0
ViHSD,train,Ai nh? con nhung háng r?ng kia :))),2
ViHSD,train,Ch?u á =)))),0
ViHSD,train,? 1 di?n bi?n khác =))),0
ViHSD,train,?oán ?éo tr??t phát nào là K-ATM ??ng ??u mà,1
ViHSD,train,Anh Tú c?n ng?n c? ven ???ng,0
ViHSD,train,L? ?? mà. Em nó ngh? ti?n c?a PA ch?c t? tr?i r?i xu?ng.,2
ViHSD,train,"súng b?n không trúng,dao ch?c không ??t.hài vcl,;)",0
ViHSD,train,Ai ?? ?i . Cho e qu? lôgo fan c?ng nào,0
ViHSD,train,Trung khá gi?,0
ViHSD,train,Hài th? ??,0
ViHSD,train,Trend bên hàn qu?c l? th?t,0
ViHSD,train,Cang Phu ib e an,0
ViHSD,train,Yêu cô gê á,0
ViHSD,train,abe moi' noi' cl gi` v ?,1
ViHSD,train,Các bác s?ng nhanh vaicutt :(((,1
ViHSD,train,uissss uissss. Ghéppo hàiii vaiiil cácc ôngg ? = )).,0
ViHSD,train,mai facebook th?y ko còn 1 ??a b?n nào n?a luôn :v,0
ViHSD,train,Hôm g?p ido ?i ?n bún cùng gia ?ình có ?eo kh?u trang ?âu,0
ViHSD,train,Các ông ??ng có khinh th??ng kh? n?ng bôi c?t m?i c?a tôi,0
ViHSD,train,Quynh Anh Phim hay thì k l??i:))),0
ViHSD,train,Bã d? th??ng quá tr lun ??,0
ViHSD,train,"C? bà m? n? sinh giao gà n?a. Oan hay không, không rõ. Nh?ng ch?ng c? k?t t?i rõ ràng là không thuy?t ph?c. Ch? d?a vào l?i khai c?a bên ??i ngh?ch mà k?t t?i ???c thì gi?i th?t",0
ViHSD,train,Tuy?t Nhung Phan update cho b?n mình =)),0
ViHSD,train,Nh? anh n?m ngoái :v,0
ViHSD,train,C?c kì thuy?t ph?c ??,0
ViHSD,train,"Tr?ng b? album VCD "" ?I V? N?I XA "" hay l?m giáo ?i ! ??",0
ViHSD,train,Thâ?y ng???i ta la?m viê?c tô?t thi? de? biê?u chu?ng no? k b??ng su?c vâ?t,1
ViHSD,train,"Anh Ba th?t ??p trai và s? h?u 1 b? não c?c k? thông minh và nh?y bén trong công vi?c. ?ó là anh Ba Tú, còn anh Ba gà thì ko có",0
ViHSD,train,Thành Lê DLV :)).,0
ViHSD,train,;v,0
ViHSD,train,Qu?c Quy,0
ViHSD,train,"Có m?t lúc cu?ng bài \""th?t tình\"" và \""th? gi?i ?o tình yêu th?t\"" c?a Tr?nh ?ình Quang ^^",0
ViHSD,train,Chúng ta hãy s?ng ch?m l?i ?i nào,0
ViHSD,train,Tr?nh Nam Long ô v? nc vs gia ?ình ch?a b?nh có gì sai? @@,0
ViHSD,train,Mày im ch? sao làm l?i ik ???ng quy?n c?a cô minh hi?u,0
ViHSD,train,T?i gi? ng??i ta còn g?i là bé xuân mai k?,0
ViHSD,train,?oàn V?n Ng?c S?n S?n Ben10 vs Trung Pokemon?,0
ViHSD,train,??nh quá th?y ?i,0
ViHSD,train,Hihi thích bài này ch?t ?i m?t! Ôi cái cu?c ??i phó th??ng dân nam b? c?a e!,0
ViHSD,train,lên luôn a ?i ??,0
ViHSD,train,V?y :(((,0
ViHSD,train,nhà th?y ?âu t?t ghé coi\.,0
ViHSD,train,Tr?n Thanh Phong,0
ViHSD,train,I love you chu ca mo :)),0
ViHSD,train,Xin link facebook chính th?  c?a qu?c s?,0
ViHSD,train,Khác b?t quá anh ?ii,0
ViHSD,train,C?g ch?a bi?t tin ai ?c m ?i =)) ??n nh? l?i,1
ViHSD,train,t??ng th?y chuy?n qua ?óng phim này ch? :),0
ViHSD,train,Anh t? gi? ?ang ? quê b?n kh? nha,0
ViHSD,train,mat day,1
ViHSD,train,Lúc t?i xem live s? vai lon =((,1
ViHSD,train,"Nguy?n Di?u Ái thì h?i x?a ?ã chào ki?u thân thi?n v?y r?i, th? mà ng khác b?o mình b?y bah",0
ViHSD,train,Nguy?n Hoàng Kh?i n?a tui quay MV ??p h?n cho b?n nhe :v,0
ViHSD,train,Like cái hình :)),0
ViHSD,train,"N?i chi?n .. t?o c? h?i cho nh?ng k? xâm l??c ""ng? ông ??c l?i"" ?oàn k?t là s?c m?nh.",0
ViHSD,train,Ha? Nô?i cô? lên. VIÊ?T NAM cô? lên. Nhâ?t ?i?nh chu?ng ta se? chiê?n th??ng,0
ViHSD,train,C?c kì thuy?t ph?c! :)))),0
ViHSD,train,Cái gh? nhìn l? nh? :v,0
ViHSD,train,"?ôi giày, cái qu?n và không bi?t cái áo thun có ph?i là chi?c áo adidas logo nh? ? dú hay không. Nh?ng chúng nó ?ã theo a ba qua bao nhiêu n??c, ?i bao nhiêu cái s? ki?n r?i. B? ti?n ra mua cái khác ???c không Trung Keo Ki?t.",0
ViHSD,train,"Ôi v? chuy?n, ki?u c?a b?n này lúc nào ch?ng v?y. Phát ngôn ngáo ?? t?ng ?? n?i thêm chút, hôm sau xin l?i ?? mn b? qua, nh?ng n?i ti?ng thì gi? l?i. L?i nh? th? c? mà",2
ViHSD,train,Nghe r?t h? trúc nh?ng l?i m? dung ph?c,0
ViHSD,train,Bi?t th? là ?c r. D?u sao c?ng nh?c nh? a e là. ??c thôi cái gì c?n nói hãy nói. Cái th?ng admin kia nó k hi?u v?? gì phán ng này là chó ng kia là chó. Nó l?i hi?u ?c ti?ng chó :-?...,2
ViHSD,train,D?ch th?y m? m?i ra ????,0
ViHSD,train,Cao b?ng :)),0
ViHSD,train,? di?n bi?n khác,0
ViHSD,train,T?c tr??ng ngh? l? vui v?,0
ViHSD,train,?a ?ây là ?âu h?,0
ViHSD,train,"Nail là 1 ngh? nh? nhi?u nghành ngh? l??ng thi?n khác nh?ng d??i bàn tay ?en ?úa c?a Tuyên giáo nó thành 1 cái ngh? th?p kém, h? ??ng. Ngh? nào c?ng ?? ki?m s?ng, nuôi s?ng gia ?ình, ph?c v? xã h?i c?ng ??ng không phân bi?t giàu sang hay th?p hèn. B?n ch?t c?a CNCS là bình ??ng bác ái nh?ng nh?ng hi?n nay h? ?ang th?c hi?n hoàn toàn trái ng??c.",1
ViHSD,train,Nghi?p Ks ng?i ghê í ????,0
ViHSD,train,chúc m?ng n?m m?i <3,0
ViHSD,train,c??i t? ??u ??n cu?i toát m? hôi lách,0
ViHSD,train,Ph??ngg Bìnhh ??i 25 m?nh hàng hi?u ?c 750 tinh hoa kìa,0
ViHSD,train,Nghe có v? apple nh?ng l?i sam sung,0
ViHSD,train,Ghê th?t. Nh?ng mình ch?a ?n sam bao gi?.,0
ViHSD,train,"L?i khuyên chân thành : g?p m?y con ?àn bà ch?y xe trên ???ng thì né t?i nó càng xa càng t?t , l? d? h?i ?ó ch? gi?i làm kh? ng??i khác thôi !!",2
ViHSD,train,X?u vlol,2
ViHSD,train,Nh? Th?ng hay l?m,0
ViHSD,train,Lý do hôm qua G2 b? s?p m?t Và c?ng là d? báo cho vòng 16 tu?n sau??,0
ViHSD,train,Ngáo th?,1
ViHSD,train,Thu? Tiênn,0
ViHSD,train,Style ki?u nhi?u ti?n,0
ViHSD,train,"Paula L?u ng??i mi?n ?éo nào mà ch? ?n c?m , ông này b? hài à ? d?a vào th?t chó ch? là cái c? ?? phân bi?t vùng mi?n :/ không b?ng c? con chó rách",2
ViHSD,train,from gà rán ?,0
ViHSD,train,"Kkkkkkkkk  , nghe ch? nói chuy?n làm ??p hài quá,  em ng?i nghe c??i mình  . ??????????",0
ViHSD,train,Cho mình h?i n?u mu?n theo dõi idol nudetiger c?a mình. Thì ph?i xem ? ?âu ? ( trang cá nhân hay link youtube) í,0
ViHSD,train,Th?y ?i có cô ki?m th?y nè :)),0
ViHSD,train,@Van Ngo ?,0
ViHSD,train,??ng c?ng chó,2
ViHSD,train,Lo?n h?t cmn r?i . Hazz .,1
ViHSD,train,khôn nh? cha quê tui xích ??y,0
ViHSD,train,V? chi r?a các b?n,0
ViHSD,train,Có não thì nên s? d?ng ch? c? ?? nó ?óng thành bê tông thì l?i phí ??,1
ViHSD,train,"@Bình Nguy?ntôi bi?t mà b?n , ch?i s? nó ?ó , ch? nó sao ?? ???c b?n.",2
ViHSD,train,thành ??t rùi anh,0
ViHSD,train,M?c th? là ??p à?,0
ViHSD,train,Nguy?n Trung Kiên liên quân luôn nhá,0
ViHSD,train,r?t vô lý nh?ng c?c kì thuyets ph?c,0
ViHSD,train,"thôi ??ng ch?i n?a em... em b?  công  ra là em duoc ph??c r?i. ch? chúc em m?nh kh?e, gia ?ình ?m no h?nh phúc",0
ViHSD,train,cô Ba ?i nhà giàu giúp ?? m?nh ??i nghèo kh? là công ??c l?m nha cô,0
ViHSD,train,Cái này là th? th?n K?... C?a t??ng lai nhà giàu con ?i du h?c,0
ViHSD,train,Ba 3 qwa dep,0
ViHSD,train,D?a lòng ch?a Nhung,0
ViHSD,train,Thúy Linh tuii nói k sai mà :))),0
ViHSD,train,S? hãi các th? :((,0
ViHSD,train,Ch? bi?t th?t lên 2 t? trìu m?n..... ?? má ! :),1
ViHSD,train,Nói chuy?n Yêu ghê ?ó tr?i.... ????????,0
ViHSD,train,Sam Sam haha,0
ViHSD,train,Nghe nhi?u ô Tr?n D?n thu?c luôn c? s?m tr?ng Trình.... Ô ko bjo làm ae th?t v?ng. Chúc ô Tr?n D?n nhi?u s?c kh?e ?? mang l?i ni?m vui cho m?i ng??i,0
ViHSD,train,?ây là cô Nhism,0
ViHSD,train,Clear men vs d?u x? xinn hân h?nh tài ch? stream này,0
ViHSD,train,Di ba noi hay qua di ba oi,0
ViHSD,train,Co j em cha on chi sau,0
ViHSD,train,Hoàng H?ng Ng?c ch? xinh ??p gi?i v?y ma c?ng su? ng? v?y ??c nh? ch? ?y,0
ViHSD,train,Móe...chuy?n này ?ã bi?t t? lâu r?i gi? m?i bi?t h? ta? Ch? có m?y con bò nó m?i không bi?t là ng??i n??c ngoài c?u k?t v?i ng??i trong n??c ph?m t?i.,2
ViHSD,train,Ng?a dái quá th?y,1
ViHSD,train,Same same ??????,0
ViHSD,train,Bác vi ??i qua,0
ViHSD,train,Huy?n Khánh Phùng ch? ?ã nói ?úng l?i còn nói to??????,0
ViHSD,train,c?c kì thuy?t ph?c ! ~,0
ViHSD,train,Xin h?i ch? mua cây bút ?âu xinh th? hông ?y pass r? l?i cho em ???c hem :)),0
ViHSD,train,M? Dung Tr?n nh? nha ch?a,0
ViHSD,train,"Ph??ng Linh Tr?n vâng c ?i, e c?ng ?ang bu?n c??i quá, d?ch mà v? nd ch?c c?ng ?i làm nh? này m?t",0
ViHSD,train,"Tôi ch? có 1 cmt: ngay c? who c?ng ko h?n là ?úng hay tin ?c 100%. ?úng sai b?n c?ng ko quy?t ??nh ???c, ??ng sau câu chuy?n b?n c?ng không ch?c ?c...nói nh? b?n vì n??c ta nghèo nên ph?i dùng lo?i v?c xin này thì l?i quay l?i ban ??u câu chuy?n, dân",0
ViHSD,train,Tao c? tao ?a ch?y,0
ViHSD,train,"Nhà các c giàu th? sao ko b?o b? c thuê luôn m?t cái b?nh vi?n ? London mà ch?a tr? ý, mang toàn \""quà ??c\"" t? ??y v? VN làm cái gì???",0
ViHSD,train,Hot girl ?ng nghi?m :v,0
ViHSD,train,Mang vinh quang v? nha th?y ??,0
ViHSD,train,10 lên nghe ch? gáy t?i 2h sáng lun ei,0
ViHSD,train,Xin video vs bro,0
ViHSD,train,Phan Hoài Nhân có v? hay,0
ViHSD,train,cái deo gig th? này :vv,1
ViHSD,train,Cô ??p quá,0
ViHSD,train,"\""Chuy?n bay ??nh m?nh\""",0
ViHSD,train,Vi?t ??ng noi g??ng nhé b?n :)),0
ViHSD,train,Xem m?y th?ng chym ng?n th??ng ??ng cà kh?a chúng ta m?y hôm nay th?y th? nào nh?,2
ViHSD,train,Phan Nhu? Anh có cái ??ng h? trang fage nào c?ng khoe??? Uhmm b?n có ti?n b?n khoe ????,0
ViHSD,train,Tr?ng d?ng s?ch r?i còn b?ng ch?ng ?âu mà t? cáo x? lý :v,0
ViHSD,train,:v ?? ?ó b?ng inox ch?c c?ng bán dc vài ch?c cho m?y ?m c?p ?y mà :v,0
ViHSD,train,Tr?n Th?o xin info b?n bên trái ? ^^ mình c?m ?n :vvv,0
ViHSD,train,Phan Nh?t cà kh?a h?i cay ??y:)),0
ViHSD,train,"cho cách ly trong tù ?i , giám ??c mà ý th?c nh? ...",0
ViHSD,train,Nhò son phân thây e cüng tam düöc nêu e rüa m?t hêt son phân nhin e nhù Môt xác chêt biêt di mà thôi kkkk,0
ViHSD,train,Th? nào là ph?n ??ng v?y l?ng yêu,0
ViHSD,train,hôm nay nhìn ??p quá tr?i em ?i...,0
ViHSD,train,"Chu?n,k anti nh?ng bài l?n này nghe k vào",0
ViHSD,train,t?c tr??ng dùng chu?t gì v?y mn ???,0
ViHSD,train,No?i gi? ?o? chi?,0
ViHSD,train,Cô ?i mai m?t có ai ch?i th? gi?i th? ba cô kêu con con ch?i ti?p cô,0
ViHSD,train,?úng...ng vi?t nam r?t là x?o l?n nghèo mà n? l?m,2
ViHSD,train,"Các bác c? ngh? ? nhà, nh?ng t?ng cân thì v?n ph?i t?ng nhé!",0
ViHSD,train,"Tr?n Sinh ??c ch?p ?nh thôi, ko b?m chuông hay l? ??a ch? là ?c",0
ViHSD,train,th?i bu?i kinh t? h?n h?p :)),0
ViHSD,train,Trò gì m?t r?y...??,0
ViHSD,train,S?ng ch?m thôi m?y b?n,0
ViHSD,train,Tú Ph?m tr??ng h?p này c?n cách li v?nh vi?n b?n ?,0
ViHSD,train,Troi oi cai mieng con linh loc.kkkkk,0
ViHSD,train,"?ánh l?c h??ng ?ó bà con,nay x? v? tham nh?ng l?n ch?a t?ng có",0
ViHSD,train,K mu?n like luôn m?i ng??iaj =))),0
ViHSD,train,"Hong bi?t dùng có hi?u qu? ko, nghe ??n là t?t",0
ViHSD,train,Sap tet...bon cho ca khu vuc sap di xin tien xin bia xin ruou tây....và van cho tui ban chiem ve hè long hanh.,2
ViHSD,train,Ch?p ? M?c Châu kìa ??,0
ViHSD,train,Minh Hoàng C??ng ch?y Grab n?a ko c?,0
ViHSD,train,Nguy?n Ng?c Dung k h?t ti?n k v? :)),0
ViHSD,train,Giang h? mõm sena h?i phòng :)),0
ViHSD,train,D?a l?m,0
ViHSD,train,Ch?t t?ng câu nói c?a cô m? mình hi?u  !,0
ViHSD,train,tui ?i vài ???ng quy?n,0
ViHSD,train,Du h?c sinh Úc :v,0
ViHSD,train,Hình nhu m?i co b? l?ch,0
ViHSD,train,Nguy?n ??ng Khoa ác quá. h?i ng??i nh? này qu? báo ??n s?m thôi,0
ViHSD,train,chao Hao  Linh,0
ViHSD,train,Quách Tr??ng t? nhiên có h?ng thú ?i xem phim c?u ?,0
ViHSD,train,Th?y làm nh? v?y là ch?t cdm t?i em ròi,1
ViHSD,train,A Trung lambor :)),0
ViHSD,train,Th?y m?c size gì v?y mng,0
ViHSD,train,"công lý cái ??t m? m à,công lý x? doanh nghi?p còn dân sai thì k? m? à =))) b? m ?éo u?ng cái gì c?a THP c? mà ?? nh?ng con chó nh? m c?n càn thì xã h?i lo?n cmm r :)) m ph?m t?i xong m kêu m nghèo, mù ch? ?éo bi?t lu?t thì m vô t?i à th?ng ngu, hay m l?i b?o nó t?ng ti?n là ?úng ?i :))",2
ViHSD,train,Tao o Tien giang tao ko ngo có con nói chuyên thieu van hoa nhu zay,0
ViHSD,train,Ngh? mà chán ??,1
ViHSD,train,cute nhoa??,0
ViHSD,train,Dùng Ng?c Trinh thôi lên Fb làm chi cho ?n ch?i,0
ViHSD,train,Tien tri cau tieu,1
ViHSD,train,Nh?ng cái th? dóc láo dù ?em c? gia tài ( ko bk có hay là s?o ) c?ng méo có ai ch?ng ??c cko ?âu,2
ViHSD,train,T?i nay em s? ?i h?c ch? ko ?i ch?i nha ABe,0
ViHSD,train,??t c? b?n này k con z? ?? bàn n?a r?i,2
ViHSD,train,Này thì ?ánh sock óc ng??i khác :)) ?áng l?m c? ? =)) M? Vân,0
ViHSD,train,coppy anh3 clmm tao rip chet me may,2
ViHSD,train,Ai giàu 3 h?.... Nhìn t?m,1
ViHSD,train,Áo ng??i cao b?ng các ông ?,0
ViHSD,train,Tam cung nguy?n ki?u,0
ViHSD,train,"ng??i nghèo thì b? chúng ?ó ?àng áp cho không ng?c ??u lên n?i, nghèo thì cho ch?t h?t . ??t n??c thiên ???ng c?a ng??i giàu.",0
ViHSD,train,Toàn ? ?uong thôi k có nhà,0
ViHSD,train,Lê ?inh C??ng c? tình cà kh?a ?ó b?n. Cu?i clip J l?y luôn chi?c Mes,0
ViHSD,train,Ý th?c ?? d??i ?ít à,2
ViHSD,train,trông ??i gia ng?i nhìn nh? th?ng công nhân ????,0
ViHSD,train,Em tin th?y s? làm ?c,0
ViHSD,train,.anh quay phim ch?t 1 phát.,0
ViHSD,train,Ditme m?t th?y c?ng th?n thái vãi l*n :)),2
ViHSD,train,Ct tên khác ch? k ph?i táo quân :)),0
ViHSD,train,"Mãi yêu cô, chúc cô n?i ti?ng quài quài nhaaa",0
ViHSD,train,T? hào v? chi?n th?ng m?t gi?i bóng ?á ?? che d?u nh?ng hèn kém khác c?a ??t n??c mình.,1
ViHSD,train,Tr?n Phú ngày mai là v??t s? s? l?p r l?y ?âu mà kêu :((,0
ViHSD,train,con chào ba ch?g ? :)),0
ViHSD,train,th?y làm e ch?y máu r?i ??n ?i thây,0
ViHSD,train,Vãi cã ch?i mà c?g có v?n hoá :)),0
ViHSD,train,Toàn dân toàn th?ng thì ch? Nhung v? n??c :((,0
ViHSD,train,Nimo thông báo th? này mn ? ??????,0
ViHSD,train,Dù trong phim hay ra sao thì b? tui v?n t?o ti?ng c??i cho ??t n??c ??,0
ViHSD,train,Gia B?o v?y chi,0
ViHSD,train,b?n n? này ngon quá,0
ViHSD,train,Dòng h? v?i con N à,0
ViHSD,train,Giáo án v? One champ Lee bú ?á và r?ng m?t xác,0
ViHSD,train,Cao Linh H? Hòa Phú Th? kìa =)),0
ViHSD,train,S?ng nhanh th? ??,0
ViHSD,train,Th?t s? là ch? này r?t gi?ng con gái... Xinh và r?t n? tính,0
ViHSD,train,Thay vì c?c kì thuy?t ph?c thì hãy cmt gì ý ngh?a h?n ?i??,0
ViHSD,train,cái g?t tàn mà nó c?ng b? thì tao bó tay,0
ViHSD,train,có th? suy ra 84% nh?t trí là máy th?ng ml tham ô :))),2
ViHSD,train,"10 cty thi? 9,9 th??ng ti?m ca?ch trô?n thuê? thi? cha? vâ?y",0
ViHSD,train,Thôii a3 v? ?i em v? trc ?ây,0
ViHSD,train,Nhìn m?c ngu ngu . th?y thôi ?ã m?c c??i Z?i.,0
ViHSD,train,Tâm Ngô cai nay biet lau roi,0
ViHSD,train,Google ?i nít ranh :v,0
ViHSD,train,Chúc e bình an,0
ViHSD,train,Có v? thuy?t ph?c nh?ng r?t vô lí vì ph? n? c?n ti?n,0
ViHSD,train,? ? s? quá clm,1
